month,day,hour,air_temp_f,cloudcover,pressure,day of week
6,24,12,89.88,0.43,1010.0,6
6,24,13,92.35,0.43,1010.4,6
6,24,14,93.77,0.39,1010.6,6
6,24,15,94.97,,1009.8,6
6,24,16,95.325,0.1,1009.35,6
6,24,17,95.68,0.2,1008.9,6
6,24,18,94.72,0.27,1008.8,6
6,24,19,92.44,0.13,1008.3,6
6,24,20,90.11,0.03,1008.6,6
6,24,21,86.43,0.13,1009.6,6
6,24,22,84.92,0.01,1010.2,6
6,24,23,82.83,0.01,1011.0,6
6,25,0,80.99,0.3,1012.0,0
6,25,1,80.43,0.77,1012.3,0
6,25,2,79.6,1.0,1012.0,0
6,25,3,78.68,0.48,1011.2,0
6,25,4,78.68,,1011.4,0
6,25,5,78.89,1.0,1012.0,0
6,25,6,78.85,1.0,1012.5,0
6,25,7,78.7,0.77,1013.1,0
6,25,8,78.9,1.0,1013.8,0
6,25,9,79.81,0.99,1014.2,0
6,25,10,82.49,0.76,1015.0,0
6,25,11,84.3,0.98,1015.3,0
6,25,12,87.46,0.74,1015.0,0
6,25,13,89.39,0.75,1014.6,0
6,25,14,89.93,0.75,1013.9,0
6,25,15,90.18,0.74,1013.3,0
6,25,16,90.75,0.04,1012.9,0
6,25,17,91.67,0.38,1012.6,0
6,25,18,91.76,0.37,1012.2,0
6,25,19,90.38,0.03,1012.2,0
6,25,20,88.73,0.0,1012.6,0
6,25,21,86.2,0.57,1013.1,0
6,25,22,84.11,0.08,1013.9,0
6,25,23,82.91,0.41,1015.0,0
6,26,0,81.66,0.36,1015.8,1
6,26,1,80.56,0.73,1015.8,1
6,26,2,80.03,0.91,1015.4,1
6,26,3,79.8,0.92,1015.0,1
6,26,4,79.08,0.99,1014.7,1
6,26,5,78.64,0.75,1015.1,1
6,26,6,78.34,0.46,1015.3,1
6,26,7,78.14,0.75,1015.7,1
6,26,8,79.2,0.75,1016.5,1
6,26,9,80.64,0.75,1017.0,1
6,26,10,83.16,0.75,1017.4,1
6,26,11,86.54,0.37,1016.6,1
6,26,12,89.62,0.51,1017.0,1
6,26,13,90.62,0.67,1016.6,1
6,26,14,92.4,0.75,1015.7,1
6,26,15,94.34,0.61,1014.4,1
6,26,16,95.35,0.56,1014.3,1
6,26,17,95.74,0.28,1013.1,1
6,26,18,95.66,0.26,1012.4,1
6,26,19,94.44,0.0,1012.1,1
6,26,20,92.33,0.0,1012.3,1
6,26,21,88.56,0.0,1012.3,1
6,26,22,86.77,0.0,1012.9,1
6,26,23,84.8,0.0,1013.6,1
6,27,0,82.75,0.0,1014.2,2
6,27,1,80.81,0.0,1014.8,2
6,27,2,79.43,0.44,1015.1,2
6,27,3,78.44,0.65,1015.0,2
6,27,4,77.66,0.45,1015.0,2
6,27,5,77.28,0.21,1015.2,2
6,27,6,76.88,0.74,1015.3,2
6,27,7,76.52,0.44,1015.3,2
6,27,8,77.7,0.73,1015.5,2
6,27,9,80.74,0.46,1015.5,2
6,27,10,83.09,0.41,1015.2,2
6,27,11,87.89,0.18,1014.9,2
6,27,12,91.15,0.0,1014.7,2
6,27,13,92.99,0.0,1014.5,2
6,27,14,93.81,0.0,1013.6,2
6,27,15,96.53,0.03,1013.2,2
6,27,16,97.16,0.0,1012.4,2
6,27,17,97.01,0.03,1012.0,2
6,27,18,96.45,0.0,1011.4,2
6,27,19,95.51,0.05,1011.5,2
6,27,20,92.38,0.05,1011.8,2
6,27,21,89.22,0.0,1012.1,2
6,27,22,87.25,0.0,1012.7,2
6,27,23,85.52,0.07,1014.3,2
6,28,0,83.39,0.06,1014.8,3
6,28,1,81.57,0.02,1015.1,3
6,28,2,79.57,0.05,1015.3,3
6,28,3,78.59,0.16,1015.2,3
6,28,4,77.88,0.27,1015.7,3
6,28,5,77.63,0.52,1015.6,3
6,28,6,77.36,0.57,1015.4,3
6,28,7,76.91,0.68,1015.6,3
6,28,8,77.93,0.53,1016.0,3
6,28,9,80.02,0.52,1016.3,3
6,28,10,83.73,0.45,1016.5,3
6,28,11,87.54,0.35,1016.2,3
6,28,12,90.3,0.22,1015.6,3
6,28,13,91.9,0.12,1014.9,3
6,28,14,94.59,0.1,1014.4,3
6,28,15,96.18,0.22,1013.4,3
6,28,16,96.77,0.32,1013.1,3
6,28,17,96.41,0.12,1011.8,3
6,28,18,96.25,0.06,1011.6,3
6,28,19,94.81,0.01,1011.4,3
6,28,20,92.25,0.0,1011.6,3
6,28,21,89.89,0.22,1012.3,3
6,28,22,86.8,0.22,1013.3,3
6,28,23,84.56,0.21,1014.1,3
6,29,0,82.37,0.1,1014.5,4
6,29,1,80.64,0.34,1014.9,4
6,29,2,79.69,0.37,1014.9,4
6,29,3,79.53,0.63,1015.0,4
6,29,4,79.28,0.61,1015.2,4
6,29,5,78.93,0.59,1015.2,4
6,29,6,78.32,0.63,1015.3,4
6,29,7,78.25,0.4,1015.7,4
6,29,8,79.09,0.35,1015.6,4
6,29,9,81.1,0.5,1015.9,4
6,29,10,83.53,0.46,1016.0,4
6,29,11,87.04,0.29,1015.7,4
6,29,12,90.34,0.25,1015.0,4
6,29,13,92.32,0.31,1014.4,4
6,29,14,94.51,0.23,1013.6,4
6,29,15,95.43,0.2,1012.6,4
6,29,16,96.95,0.16,1011.9,4
6,29,17,97.18,0.19,1011.4,4
6,29,18,96.51,0.2,1010.9,4
6,29,19,94.55,0.05,1010.8,4
6,29,20,91.3,0.13,1011.4,4
6,29,21,88.21,0.29,1011.9,4
6,29,22,86.06,0.29,1012.9,4
6,29,23,83.58,0.27,1013.7,4
6,30,0,82.33,0.49,1014.0,5
6,30,1,81.45,0.62,1014.4,5
6,30,2,80.75,0.6,1014.5,5
6,30,3,80.0,0.75,1014.1,5
6,30,4,79.41,0.86,1014.0,5
6,30,5,79.19,0.85,1014.1,5
6,30,6,78.97,0.84,1014.1,5
6,30,7,78.57,0.85,1014.3,5
6,30,8,79.86,0.75,1014.8,5
6,30,9,81.61,0.87,1015.0,5
6,30,10,85.92,0.55,1015.1,5
6,30,11,89.15,0.5,1014.6,5
6,30,12,90.06,0.47,1014.2,5
6,30,13,93.87,0.34,1013.9,5
6,30,14,96.27,0.39,1013.2,5
6,30,15,96.73,0.46,1012.1,5
6,30,16,97.36,0.49,1011.5,5
6,30,17,97.52,0.5,1010.9,5
6,30,18,95.95,0.43,1010.1,5
6,30,19,94.41,0.26,1010.4,5
6,30,20,91.48,0.16,1010.8,5
6,30,21,88.7,0.24,1011.2,5
6,30,22,85.97,0.18,1012.4,5
6,30,23,83.26,0.13,1013.2,5
7,1,0,81.3,0.14,1013.4,6
7,1,1,79.69,0.52,1013.6,6
7,1,2,79.07,0.66,1013.8,6
7,1,3,78.41,0.68,1013.5,6
7,1,4,78.1,0.77,1013.6,6
7,1,5,78.09,0.68,1013.6,6
7,1,6,77.65,0.74,1013.8,6
7,1,7,77.71,0.78,1014.0,6
7,1,8,78.64,0.77,1014.2,6
7,1,9,80.11,0.75,1014.9,6
7,1,10,82.43,0.52,1015.3,6
7,1,11,87.84,0.36,1015.1,6
7,1,12,89.6,0.26,1014.7,6
7,1,13,93.21,0.04,1014.0,6
7,1,14,97.6,0.02,1013.3,6
7,1,15,99.69,0.01,1012.7,6
7,1,16,100.54,0.0,1012.5,6
7,1,17,101.03,0.0,1011.5,6
7,1,18,99.69,0.0,1011.5,6
7,1,19,97.91,0.0,1011.5,6
7,1,20,94.44,0.2,1012.1,6
7,1,21,91.22,0.05,1012.5,6
7,1,22,87.82,0.05,1014.2,6
7,1,23,84.46,0.02,1014.6,6
7,2,0,82.32,0.03,1014.9,0
7,2,1,80.33,0.13,1015.2,0
7,2,2,79.08,0.28,1014.8,0
7,2,3,78.7,0.53,1014.7,0
7,2,4,79.01,0.52,1014.9,0
7,2,5,78.66,0.43,1014.7,0
7,2,6,76.54,0.4,1014.9,0
7,2,7,76.15,0.26,1015.7,0
7,2,8,77.77,0.16,1015.9,0
7,2,9,80.89,0.17,1016.5,0
7,2,10,84.77,0.12,1016.7,0
7,2,11,88.25,0.09,1016.4,0
7,2,12,89.74,0.03,1015.7,0
7,2,13,92.9,0.01,1015.4,0
7,2,14,95.21,0.01,1014.8,0
7,2,15,97.68,0.0,1014.1,0
7,2,16,99.27,0.0,1013.7,0
7,2,17,98.9,0.0,1012.9,0
7,2,18,99.1,0.0,1012.2,0
7,2,19,97.63,0.0,1011.7,0
7,2,20,94.74,0.02,1011.8,0
7,2,21,91.76,0.06,1012.4,0
7,2,22,89.08,0.08,1013.5,0
7,2,23,86.72,0.11,1014.5,0
7,3,0,84.44,0.14,1014.9,1
7,3,1,82.54,0.13,1015.2,1
7,3,2,80.38,0.1,1015.3,1
7,3,3,78.94,0.11,1015.1,1
7,3,4,78.34,0.21,1015.1,1
7,3,5,77.6,0.27,1014.9,1
7,3,6,76.15,0.3,1015.0,1
7,3,7,75.64,0.29,1014.8,1
7,3,8,78.32,0.32,1015.3,1
7,3,9,81.33,0.32,1015.5,1
7,3,10,84.53,0.32,1015.8,1
7,3,11,88.61,0.26,1015.3,1
7,3,12,91.29,0.18,1014.7,1
7,3,13,94.22,0.06,1014.7,1
7,3,14,96.89,0.05,1014.0,1
7,3,15,98.69,0.05,1013.2,1
7,3,16,99.82,0.05,1012.5,1
7,3,17,100.55,0.05,1012.0,1
7,3,18,100.51,0.05,1011.5,1
7,3,19,99.87,0.06,1010.9,1
7,3,20,97.58,0.08,1011.2,1
7,3,21,93.47,0.12,1012.0,1
7,3,22,90.48,0.15,1013.2,1
7,3,23,87.41,0.2,1013.6,1
7,4,0,86.03,0.21,1013.5,2
7,4,1,84.24,0.19,1014.2,2
7,4,2,82.08,0.3,1013.8,2
7,4,3,80.6,0.29,1013.7,2
7,4,4,80.26,0.3,1013.4,2
7,4,5,78.9,0.39,1014.3,2
7,4,6,77.85,0.4,1014.5,2
7,4,7,77.27,0.71,1015.0,2
7,4,8,78.54,0.58,1015.1,2
7,4,9,79.8,0.52,1015.9,2
7,4,10,82.89,0.62,1016.0,2
7,4,11,85.23,0.78,1016.0,2
7,4,12,89.0,0.63,1015.5,2
7,4,13,93.17,0.53,1014.7,2
7,4,14,94.2,0.7,1014.5,2
7,4,15,81.22,0.84,1014.7,2
7,4,16,75.0,0.99,1015.7,2
7,4,17,75.39,1.0,1015.5,2
7,4,18,75.38,1.0,1015.3,2
7,4,19,76.04,0.99,1015.4,2
7,4,20,76.15,0.99,1015.6,2
7,4,21,75.79,1.0,1016.0,2
7,4,22,74.45,1.0,1017.0,2
7,4,23,72.91,0.96,1017.4,2
7,5,0,72.47,0.91,1017.6,3
7,5,1,72.13,0.83,1018.0,3
7,5,2,71.59,0.74,1018.4,3
7,5,3,71.39,0.68,1018.9,3
7,5,4,71.48,0.77,1019.2,3
7,5,5,71.66,0.72,1019.7,3
7,5,6,72.1,0.64,1020.1,3
7,5,7,72.73,0.71,1020.7,3
7,5,8,73.79,0.63,1021.1,3
7,5,9,76.1,0.57,1021.7,3
7,5,10,79.16,0.54,1022.1,3
7,5,11,81.99,0.45,1022.2,3
7,5,12,84.3,0.4,1022.3,3
7,5,13,87.81,0.19,1022.4,3
7,5,14,89.64,0.25,1022.0,3
7,5,15,90.97,0.28,1021.2,3
7,5,16,92.69,0.33,1021.0,3
7,5,17,92.79,0.2,1020.5,3
7,5,18,93.37,0.18,1020.1,3
7,5,19,92.59,0.3,1019.9,3
7,5,20,90.89,0.32,1020.0,3
7,5,21,86.42,0.42,1020.2,3
7,5,22,84.11,0.75,1021.1,3
7,5,23,81.67,0.63,1021.1,3
7,6,0,80.88,0.45,1021.4,4
7,6,1,80.14,0.75,1021.5,4
7,6,2,79.63,0.68,1021.1,4
7,6,3,78.95,0.61,1020.8,4
7,6,4,79.15,0.82,1020.9,4
7,6,5,78.53,0.85,1021.1,4
7,6,6,75.67,0.65,1021.3,4
7,6,7,75.41,0.36,1021.5,4
7,6,8,76.95,0.32,1021.7,4
7,6,9,81.47,0.32,1021.6,4
7,6,10,84.49,0.32,1021.6,4
7,6,11,86.61,0.39,1021.4,4
7,6,12,88.32,0.35,1021.2,4
7,6,13,91.21,0.47,1020.8,4
7,6,14,93.04,0.41,1019.9,4
7,6,15,93.95,0.37,1018.7,4
7,6,16,95.63,0.38,1018.0,4
7,6,17,96.17,0.35,1017.4,4
7,6,18,95.23,0.45,1017.2,4
7,6,19,94.1,0.32,1016.7,4
7,6,20,91.6,0.49,1017.0,4
7,6,21,88.48,0.72,1017.4,4
7,6,22,86.37,0.7,1018.2,4
7,6,23,84.0,0.59,1018.5,4
7,7,0,82.61,0.71,1018.6,5
7,7,1,80.27,0.44,1019.0,5
7,7,2,76.92,0.4,1018.6,5
7,7,3,76.19,0.46,1018.2,5
7,7,4,75.65,0.56,1018.0,5
7,7,5,75.09,0.46,1018.2,5
7,7,6,74.75,0.5,1018.5,5
7,7,7,74.02,0.32,1019.1,5
7,7,8,76.73,0.26,1019.3,5
7,7,9,79.39,0.27,1019.5,5
7,7,10,81.7,0.38,1019.7,5
7,7,11,78.41,0.45,1019.5,5
7,7,12,78.9,0.45,1019.0,5
7,7,13,84.66,0.35,1018.5,5
7,7,14,88.76,0.38,1017.6,5
7,7,15,89.71,0.46,1016.6,5
7,7,16,90.07,0.65,1016.3,5
7,7,17,84.48,0.87,1016.1,5
7,7,18,83.35,0.86,1016.0,5
7,7,19,81.68,0.97,1015.8,5
7,7,20,80.51,0.91,1016.1,5
7,7,21,78.87,0.72,1016.3,5
7,7,22,77.89,0.7,1017.1,5
7,7,23,76.91,0.57,1017.4,5
7,8,0,75.75,0.51,1017.5,6
7,8,1,75.06,0.33,1017.6,6
7,8,2,74.4,0.31,1017.3,6
7,8,3,74.36,0.32,1017.2,6
7,8,4,73.34,0.32,1017.4,6
7,8,5,72.28,0.34,1017.5,6
7,8,6,71.85,0.38,1017.6,6
7,8,7,72.29,0.38,1017.8,6
7,8,8,74.28,0.43,1018.1,6
7,8,9,76.65,0.57,1018.4,6
7,8,10,80.14,0.54,1018.8,6
7,8,11,83.37,0.45,1018.7,6
7,8,12,86.17,0.44,1018.3,6
7,8,13,88.26,0.42,1018.1,6
7,8,14,88.82,0.54,1017.4,6
7,8,15,89.7,0.61,1016.7,6
7,8,16,91.54,0.66,1016.3,6
7,8,17,91.56,0.69,1016.0,6
7,8,18,89.38,0.81,1016.1,6
7,8,19,83.92,0.74,1016.1,6
7,8,20,81.85,0.72,1016.6,6
7,8,21,80.77,0.88,1016.9,6
7,8,22,79.51,0.9,1018.0,6
7,8,23,78.57,0.74,1018.4,6
7,9,0,77.3,0.75,1018.5,0
7,9,1,76.78,0.48,1018.9,0
7,9,2,75.66,0.43,1019.0,0
7,9,3,74.8,0.4,1019.0,0
7,9,4,74.31,0.49,1019.2,0
7,9,5,73.91,0.69,1019.4,0
7,9,6,74.63,0.73,1019.8,0
7,9,7,74.41,0.79,1020.4,0
7,9,8,75.17,0.83,1021.1,0
7,9,9,75.79,0.88,1021.5,0
7,9,10,76.82,0.82,1021.6,0
7,9,11,78.91,0.81,1021.6,0
7,9,12,80.11,0.75,1021.4,0
7,9,13,76.37,0.88,1021.4,0
7,9,14,75.4,0.81,1020.9,0
7,9,15,75.95,0.83,1020.5,0
7,9,16,77.48,0.79,1020.1,0
7,9,17,78.25,0.84,1019.7,0
7,9,18,78.42,0.76,1019.5,0
7,9,19,77.21,0.74,1019.5,0
7,9,20,76.12,0.69,1019.8,0
7,9,21,75.49,0.62,1019.9,0
7,9,22,75.02,0.51,1020.4,0
7,9,23,74.12,0.51,1020.7,0
7,10,0,73.47,0.55,1020.9,1
7,10,1,73.45,0.59,1021.1,1
7,10,2,72.92,0.5,1020.9,1
7,10,3,72.71,0.65,1020.8,1
7,10,4,73.06,0.7,1021.1,1
7,10,5,73.47,0.75,1021.1,1
7,10,6,74.13,0.7,1021.4,1
7,10,7,74.26,0.71,1021.6,1
7,10,8,75.48,0.57,1021.7,1
7,10,9,77.99,0.57,1021.9,1
7,10,10,80.92,0.49,1022.0,1
7,10,11,83.93,0.45,1021.6,1
7,10,12,85.54,0.33,1021.2,1
7,10,13,89.34,0.18,1021.1,1
7,10,14,90.71,0.19,1020.0,1
7,10,15,91.99,0.16,1018.9,1
7,10,16,92.35,0.15,1018.2,1
7,10,17,93.01,0.17,1017.6,1
7,10,18,93.2,0.2,1017.2,1
7,10,19,91.65,0.13,1016.5,1
7,10,20,90.61,0.19,1016.8,1
7,10,21,86.43,0.11,1017.1,1
7,10,22,84.68,0.08,1017.6,1
7,10,23,83.39,0.11,1017.7,1
7,11,0,81.67,0.18,1017.9,2
7,11,1,80.08,0.13,1018.0,2
7,11,2,79.09,0.2,1017.8,2
7,11,3,77.71,0.28,1017.5,2
7,11,4,76.56,0.3,1017.7,2
7,11,5,76.03,0.28,1017.6,2
7,11,6,74.83,0.25,1017.6,2
7,11,7,74.27,0.13,1018.2,2
7,11,8,77.23,0.1,1018.4,2
7,11,9,80.62,0.07,1018.3,2
7,11,10,83.17,0.09,1018.8,2
7,11,11,86.14,0.12,1018.2,2
7,11,12,89.34,0.18,1017.9,2
7,11,13,91.9,0.19,1018.2,2
7,11,14,93.09,0.28,1017.0,2
7,11,15,94.04,0.32,1016.2,2
7,11,16,94.47,0.34,1015.7,2
7,11,17,94.8,0.32,1014.9,2
7,11,18,95.11,0.31,1014.3,2
7,11,19,93.56,0.15,1014.2,2
7,11,20,91.27,0.19,1013.9,2
7,11,21,88.19,0.15,1014.6,2
7,11,22,84.96,0.11,1015.2,2
7,11,23,84.52,0.09,1015.6,2
7,12,0,81.8,0.11,1016.1,3
7,12,1,79.98,0.09,1016.5,3
7,12,2,79.39,0.08,1016.5,3
7,12,3,78.51,0.09,1016.5,3
7,12,4,77.12,0.09,1016.9,3
7,12,5,76.39,0.08,1017.2,3
7,12,6,75.63,0.09,1017.4,3
7,12,7,74.87,0.18,1017.6,3
7,12,8,77.52,0.21,1018.0,3
7,12,9,80.38,0.23,1017.8,3
7,12,10,84.16,0.26,1018.1,3
7,12,11,85.99,0.23,1017.9,3
7,12,12,89.71,0.2,1017.8,3
7,12,13,91.49,0.11,1017.7,3
7,12,14,92.4,0.1,1017.3,3
7,12,15,94.77,0.15,1016.5,3
7,12,16,94.8,0.07,1016.1,3
7,12,17,96.17,0.07,1015.3,3
7,12,18,95.69,0.06,1015.0,3
7,12,19,94.3,0.09,1014.9,3
7,12,20,91.78,0.1,1015.1,3
7,12,21,88.52,0.23,1015.6,3
7,12,22,86.38,0.29,1016.4,3
7,12,23,84.78,0.3,1016.8,3
7,13,0,83.22,0.36,1016.5,4
7,13,1,82.24,0.47,1017.2,4
7,13,2,79.62,0.57,1017.7,4
7,13,3,79.26,0.73,1017.9,4
7,13,4,78.07,0.8,1018.2,4
7,13,5,77.62,0.86,1018.5,4
7,13,6,76.17,0.87,1018.7,4
7,13,7,76.48,0.84,1019.1,4
7,13,8,78.17,0.7,1019.4,4
7,13,9,80.26,0.64,1019.6,4
7,13,10,83.36,0.57,1019.6,4
7,13,11,85.68,0.45,1019.3,4
7,13,12,88.89,0.3,1019.5,4
7,13,13,90.42,0.14,1019.2,4
7,13,14,92.98,0.1,1018.4,4
7,13,15,94.11,0.06,1017.4,4
7,13,16,94.38,0.05,1016.7,4
7,13,17,95.54,0.1,1016.2,4
7,13,18,95.53,0.05,1015.7,4
7,13,19,94.51,0.23,1015.6,4
7,13,20,91.63,0.28,1015.8,4
7,13,21,88.01,0.29,1016.2,4
7,13,22,86.2,0.29,1016.9,4
7,13,23,84.54,0.15,1017.5,4
7,14,0,83.17,0.14,1018.2,5
7,14,1,81.36,0.12,1018.5,5
7,14,2,80.39,0.09,1018.3,5
7,14,3,78.83,0.26,1018.2,5
7,14,4,77.85,0.05,1018.0,5
7,14,5,77.52,0.28,1018.2,5
7,14,6,76.84,0.29,1018.4,5
7,14,7,76.75,0.45,1018.6,5
7,14,8,78.19,0.38,1018.8,5
7,14,9,81.11,0.6,1018.7,5
7,14,10,85.07,0.44,1018.9,5
7,14,11,87.85,0.26,1018.6,5
7,14,12,90.53,0.19,1018.6,5
7,14,13,91.15,0.05,1018.1,5
7,14,14,92.75,0.11,1017.5,5
7,14,15,94.75,0.17,1016.8,5
7,14,16,96.42,0.16,1016.1,5
7,14,17,96.39,0.08,1015.1,5
7,14,18,96.26,0.09,1014.7,5
7,14,19,94.33,0.09,1014.5,5
7,14,20,91.89,0.13,1014.6,5
7,14,21,89.32,0.14,1014.8,5
7,14,22,87.62,0.13,1015.5,5
7,14,23,85.53,0.25,1016.1,5
7,15,0,83.62,0.22,1016.7,6
7,15,1,81.44,0.1,1017.3,6
7,15,2,80.43,0.17,1017.1,6
7,15,3,79.51,0.37,1017.2,6
7,15,4,79.0,0.5,1016.3,6
7,15,5,79.35,0.49,1016.8,6
7,15,6,78.66,0.32,1016.6,6
7,15,7,77.48,0.35,1016.8,6
7,15,8,78.42,0.45,1017.0,6
7,15,9,81.77,0.59,1017.6,6
7,15,10,83.02,0.68,1017.5,6
7,15,11,86.39,0.57,1017.3,6
7,15,12,88.72,0.56,1016.9,6
7,15,13,91.22,0.5,1016.7,6
7,15,14,93.47,0.29,1016.1,6
7,15,15,93.95,0.26,1015.4,6
7,15,16,96.06,0.19,1014.8,6
7,15,17,96.12,0.17,1014.2,6
7,15,18,95.96,0.08,1013.3,6
7,15,19,94.0,0.04,1012.6,6
7,15,20,91.68,0.03,1013.5,6
7,15,21,89.77,0.02,1014.1,6
7,15,22,87.32,0.02,1015.2,6
7,15,23,84.78,0.0,1015.8,6
7,16,0,82.6,0.0,1016.4,0
7,16,1,81.14,0.0,1016.5,0
7,16,2,79.44,0.08,1016.6,0
7,16,3,78.98,0.25,1016.6,0
7,16,4,78.57,0.29,1017.0,0
7,16,5,77.41,0.28,1016.6,0
7,16,6,76.53,0.4,1016.3,0
7,16,7,76.4,0.57,1017.3,0
7,16,8,77.7,0.56,1017.6,0
7,16,9,80.73,0.39,1017.9,0
7,16,10,84.14,0.26,1018.1,0
7,16,11,86.97,0.23,1017.9,0
7,16,12,89.74,0.15,1017.9,0
7,16,13,93.93,0.0,1017.7,0
7,16,14,94.61,0.0,1017.1,0
7,16,15,96.48,0.0,1016.2,0
7,16,16,98.35,0.0,1015.5,0
7,16,17,99.03,0.0,1014.8,0
7,16,18,98.08,0.0,1014.5,0
7,16,19,95.89,0.0,1014.3,0
7,16,20,93.32,0.0,1014.6,0
7,16,21,90.41,0.01,1015.0,0
7,16,22,87.96,0.01,1016.1,0
7,16,23,85.59,0.02,1016.9,0
7,17,0,82.29,0.03,1017.1,1
7,17,1,80.01,0.03,1017.3,1
7,17,2,78.56,0.06,1017.7,1
7,17,3,77.45,0.24,1017.6,1
7,17,4,76.47,0.17,1017.8,1
7,17,5,75.86,0.41,1017.9,1
7,17,6,73.16,0.28,1018.1,1
7,17,7,75.33,0.33,1018.7,1
7,17,8,76.64,0.39,1019.0,1
7,17,9,80.2,0.34,1018.8,1
7,17,10,83.43,0.4,1019.1,1
7,17,11,87.64,0.38,1018.9,1
7,17,12,90.97,0.28,1018.5,1
7,17,13,94.43,0.08,1018.2,1
7,17,14,96.13,0.08,1017.6,1
7,17,15,98.02,0.09,1016.4,1
7,17,16,98.81,0.1,1015.6,1
7,17,17,99.68,0.1,1015.2,1
7,17,18,99.27,0.09,1014.5,1
7,17,19,98.13,0.08,1014.5,1
7,17,20,95.75,0.1,1014.8,1
7,17,21,91.72,0.12,1014.5,1
7,17,22,88.99,0.13,1014.8,1
7,17,23,87.43,0.14,1015.2,1
7,18,0,84.51,0.1,1016.3,2
7,18,1,82.24,0.09,1016.6,2
7,18,2,80.28,0.08,1016.4,2
7,18,3,78.79,0.06,1016.5,2
7,18,4,77.96,0.05,1016.5,2
7,18,5,77.02,0.08,1016.6,2
7,18,6,74.7,0.38,1016.6,2
7,18,7,77.35,0.25,1017.1,2
7,18,8,78.94,0.17,1017.0,2
7,18,9,81.79,0.24,1016.8,2
7,18,10,86.77,0.27,1016.7,2
7,18,11,90.89,0.26,1016.5,2
7,18,12,94.31,0.24,1016.1,2
7,18,13,95.21,0.22,1015.4,2
7,18,14,97.94,0.16,1014.4,2
7,18,15,100.09,0.08,1013.4,2
7,18,16,101.04,0.02,1012.9,2
7,18,17,101.27,0.02,1012.0,2
7,18,18,101.3,0.03,1011.6,2
7,18,19,100.22,0.04,1011.2,2
7,18,20,97.14,0.06,1011.6,2
7,18,21,93.32,0.08,1011.9,2
7,18,22,90.22,0.09,1012.5,2
7,18,23,88.43,0.07,1012.8,2
7,19,0,85.79,0.04,1013.1,3
7,19,1,84.33,0.02,1012.8,3
7,19,2,82.09,0.01,1013.5,3
7,19,3,80.71,0.01,1013.2,3
7,19,4,79.35,0.01,1013.4,3
7,19,5,78.82,0.01,1013.3,3
7,19,6,77.68,0.12,1013.3,3
7,19,7,77.15,0.41,1013.9,3
7,19,8,78.11,0.29,1014.1,3
7,19,9,81.58,0.36,1014.2,3
7,19,10,83.91,0.38,1014.3,3
7,19,11,89.2,0.46,1014.0,3
7,19,12,90.23,0.41,1013.6,3
7,19,13,96.07,0.22,1013.3,3
7,19,14,98.41,0.21,1012.7,3
7,19,15,100.22,0.21,1011.9,3
7,19,16,101.51,0.21,1011.4,3
7,19,17,102.11,0.16,1010.9,3
7,19,18,101.79,0.17,1010.2,3
7,19,19,100.37,0.15,1009.9,3
7,19,20,97.71,0.12,1010.2,3
7,19,21,93.74,0.08,1011.2,3
7,19,22,91.15,0.12,1011.8,3
7,19,23,89.09,0.11,1012.5,3
7,20,0,86.27,0.09,1012.9,4
7,20,1,84.06,0.08,1012.9,4
7,20,2,81.99,0.12,1013.0,4
7,20,3,80.05,0.18,1012.8,4
7,20,4,78.76,0.24,1013.4,4
7,20,5,78.15,0.25,1013.5,4
7,20,6,77.05,0.28,1013.9,4
7,20,7,76.66,0.52,1014.1,4
7,20,8,77.45,0.45,1014.7,4
7,20,9,80.64,0.31,1014.5,4
7,20,10,85.97,0.32,1014.7,4
7,20,11,90.69,0.26,1014.6,4
7,20,12,95.07,0.19,1014.0,4
7,20,13,97.32,0.08,1013.9,4
7,20,14,99.17,0.09,1013.5,4
7,20,15,98.93,0.1,1013.0,4
7,20,16,101.76,0.09,1012.8,4
7,20,17,101.87,0.09,1012.4,4
7,20,18,101.77,0.08,1012.1,4
7,20,19,100.46,0.06,1011.7,4
7,20,20,98.07,0.07,1012.0,4
7,20,21,93.43,0.08,1012.2,4
7,20,22,90.86,0.09,1012.9,4
7,20,23,88.64,0.09,1013.9,4
7,21,0,86.21,0.12,1013.1,5
7,21,1,82.9,0.13,1013.7,5
7,21,2,80.58,0.17,1013.9,5
7,21,3,78.93,0.24,1014.0,5
7,21,4,77.92,0.25,1014.5,5
7,21,5,77.03,0.23,1014.9,5
7,21,6,75.54,0.15,1015.3,5
7,21,7,74.76,0.26,1015.9,5
7,21,8,77.04,0.31,1016.3,5
7,21,9,79.35,0.46,1016.8,5
7,21,10,83.04,0.32,1017.2,5
7,21,11,88.7,0.27,1016.5,5
7,21,12,92.91,0.18,1015.8,5
7,21,13,94.52,0.09,1015.3,5
7,21,14,98.98,0.12,1014.3,5
7,21,15,100.77,0.22,1014.2,5
7,21,16,101.53,0.25,1013.4,5
7,21,17,102.3,0.24,1013.2,5
7,21,18,101.88,0.15,1012.5,5
7,21,19,100.2,0.16,1012.6,5
7,21,20,97.11,0.25,1012.9,5
7,21,21,93.14,0.31,1013.0,5
7,21,22,90.87,0.37,1014.1,5
7,21,23,88.66,0.33,1014.5,5
7,22,0,86.76,0.24,1013.8,6
7,22,1,84.37,0.08,1014.5,6
7,22,2,82.23,0.12,1014.6,6
7,22,3,80.18,0.2,1014.3,6
7,22,4,79.17,0.3,1014.4,6
